@relation PLS1-weka.filters.supervised.attribute.PLSFilter-C100-M-APLS1-Pcenter-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute PLS1_1 numeric
@attribute PLS1_2 numeric
@attribute PLS1_3 numeric
@attribute PLS1_4 numeric
@attribute PLS1_5 numeric
@attribute PLS1_6 numeric
@attribute PLS1_7 numeric
@attribute PLS1_8 numeric
@attribute PLS1_9 numeric
@attribute PLS1_10 numeric
@attribute PLS1_11 numeric
@attribute PLS1_12 numeric
@attribute PLS1_13 numeric
@attribute PLS1_14 numeric
@attribute PLS1_15 numeric
@attribute PLS1_16 numeric
@attribute PLS1_17 numeric
@attribute PLS1_18 numeric
@attribute PLS1_19 numeric
@attribute PLS1_20 numeric
@attribute PLS1_21 numeric
@attribute PLS1_22 numeric
@attribute PLS1_23 numeric
@attribute PLS1_24 numeric
@attribute PLS1_25 numeric
@attribute PLS1_26 numeric
@attribute PLS1_27 numeric
@attribute PLS1_28 numeric
@attribute PLS1_29 numeric
@attribute PLS1_30 numeric
@attribute PLS1_31 numeric
@attribute PLS1_32 numeric
@attribute PLS1_33 numeric
@attribute PLS1_34 numeric
@attribute PLS1_35 numeric
@attribute PLS1_36 numeric
@attribute PLS1_37 numeric
@attribute PLS1_38 numeric
@attribute PLS1_39 numeric
@attribute PLS1_40 numeric
@attribute PLS1_41 numeric
@attribute PLS1_42 numeric
@attribute PLS1_43 numeric
@attribute PLS1_44 numeric
@attribute PLS1_45 numeric
@attribute PLS1_46 numeric
@attribute PLS1_47 numeric
@attribute PLS1_48 numeric
@attribute PLS1_49 numeric
@attribute PLS1_50 numeric
@attribute PLS1_51 numeric
@attribute PLS1_52 numeric
@attribute PLS1_53 numeric
@attribute PLS1_54 numeric
@attribute PLS1_55 numeric
@attribute PLS1_56 numeric
@attribute PLS1_57 numeric
@attribute PLS1_58 numeric
@attribute PLS1_59 numeric
@attribute PLS1_60 numeric
@attribute PLS1_61 numeric
@attribute PLS1_62 numeric
@attribute PLS1_63 numeric
@attribute PLS1_64 numeric
@attribute PLS1_65 numeric
@attribute PLS1_66 numeric
@attribute PLS1_67 numeric
@attribute PLS1_68 numeric
@attribute PLS1_69 numeric
@attribute PLS1_70 numeric
@attribute PLS1_71 numeric
@attribute PLS1_72 numeric
@attribute PLS1_73 numeric
@attribute PLS1_74 numeric
@attribute PLS1_75 numeric
@attribute PLS1_76 numeric
@attribute PLS1_77 numeric
@attribute PLS1_78 numeric
@attribute PLS1_79 numeric
@attribute PLS1_80 numeric
@attribute PLS1_81 numeric
@attribute PLS1_82 numeric
@attribute PLS1_83 numeric
@attribute PLS1_84 numeric
@attribute PLS1_85 numeric
@attribute PLS1_86 numeric
@attribute PLS1_87 numeric
@attribute PLS1_88 numeric
@attribute PLS1_89 numeric
@attribute PLS1_90 numeric
@attribute PLS1_91 numeric
@attribute PLS1_92 numeric
@attribute PLS1_93 numeric
@attribute PLS1_94 numeric
@attribute PLS1_95 numeric
@attribute PLS1_96 numeric
@attribute PLS1_97 numeric
@attribute PLS1_98 numeric
@attribute PLS1_99 numeric
@attribute PLS1_100 numeric
@attribute Class {-1,1}

@data
-2575410.32284,24716.786344,69.642787,1227.896841,1132.73831,905.708714,80.974416,117.944226,97.197549,86.821924,25.958494,108.984807,-69.381467,-53.783503,3.196298,-40.612091,9.798412,40.127386,10.587514,2.255123,24.581666,0.593005,4.752597,-6.932255,2.875025,4.175139,0.445361,2.612799,3.887511,11.813962,0.676245,-3.484177,-4.174551,0.713736,-0.51994,3.737529,0.962035,4.849321,1.273957,-3.489268,-1.052752,-4.448299,-3.282556,0.249822,3.035701,-1.357819,1.915903,-1.415722,-1.139308,3.04789,-1.836819,-1.024621,1.322809,-0.656481,2.558303,-0.222622,0.314031,0.545688,-1.031144,-0.197285,-1.061128,-0.991992,-1.946699,1.10576,0.060433,-1.235272,-0.231342,0.738757,0.47226,0.22407,0.607254,0.817292,2.361886,3.310896,4.743391,1243.011543,-1539173.68775,-74717807.986937,-165519011.413249,229123609.251864,-204115894.315107,454956605.356805,196609133.202305,737031043.056515,1704654842.891522,-569421952.527206,778599170.108968,-1586319213.45036,-1301286352.258453,-1002630114.472923,153361249.745794,142956933.490493,427737808.78926,-2252052587.274689,-3427410132.427121,1384746277.564644,420590885.450126,3337877624.321886,689284499.486143,-716025069.688387,1
-2570409.510259,22641.568839,-181.433305,896.235667,663.92231,-128.367136,166.942879,171.437842,-59.027009,347.178083,159.216078,-569.738897,60.683142,-198.421501,-31.381363,-26.336836,15.933262,54.938115,-9.373878,-20.942626,23.634642,-15.239258,-3.988356,0.135733,2.070411,12.762388,18.019379,-5.982123,10.33902,6.859601,0.44566,-7.045711,0.391534,11.982472,-2.157943,-8.763258,-0.197932,-7.924092,-8.901396,-3.27242,-0.207782,-0.708762,-4.692199,8.818235,5.666885,0.171194,4.96604,-0.636291,-7.264253,0.056464,-3.664295,-3.609299,-0.165231,-1.016064,3.257113,-1.002385,-0.342114,-1.534021,1.66531,2.04982,0.634236,2.352167,0.151938,0.279129,0.267164,2.407578,2.372479,0.995623,0.127112,-2.03783,-0.884535,-0.340791,2.40109,5.57321,6.468486,2656.8537,-3133335.55223,-149812138.105126,-335905363.081741,460866760.42357,-414748055.724798,936439316.280216,393584436.857378,1528678713.584674,3422719430.700268,-1168639026.894892,1585861422.184798,-3111098558.589979,-2600499331.399645,-2046243108.737661,313317150.744341,284823397.759561,892268144.113948,-4644772614.92491,-7061409171.57522,2829883431.44428,852947972.78508,6780499892.531599,1313653023.202813,-1466818920.557299,1
-2575220.68064,25957.69363,-1058.103518,589.949722,1265.461486,-34.680965,102.475402,274.620747,29.952575,165.658779,68.776534,-114.814014,50.158416,-26.932688,-19.047462,-48.840528,-3.987706,33.383111,2.534656,5.47862,13.03816,-5.331771,4.746171,-4.430184,3.923339,12.12005,8.200096,-1.826341,7.474693,4.385629,1.120648,-3.120005,0.88274,6.764524,-0.619224,-1.676155,0.825976,4.235379,-0.818018,1.400306,-0.50721,1.23559,-1.379583,2.415452,3.109498,1.548731,1.418221,-0.266802,-2.698156,1.521906,0.279427,-0.00858,1.727984,-0.389498,1.804756,-0.414543,-1.205654,-2.097517,-1.16485,0.161182,-1.378243,-0.417957,-0.038771,-0.282913,-1.131411,1.824792,1.345725,-1.385548,-0.199311,-0.066668,0.643659,-0.655958,0.509792,1.632388,-0.956557,2287.047581,-2530072.135298,-121884218.834686,-272571119.121962,374717241.413063,-336420773.438244,757391007.535332,320358119.970611,1234299397.9531,2783976163.26069,-945863445.391892,1285698500.649475,-2544273791.554448,-2117474616.537511,-1658202199.387168,253788361.529517,232116592.191526,719432354.352239,-3755064333.664205,-5710169756.38748,2292601254.736602,692178678.66293,5500521639.984092,1081520373.982826,-1187598208.094117,1
-2575287.029995,24985.310206,-918.218038,618.80636,1232.790077,80.685511,19.769294,373.397867,58.631773,64.156342,34.474153,104.034038,4.672671,48.123268,2.308855,-71.382813,1.824668,18.566618,2.898892,17.865841,16.17991,5.638125,16.440505,-7.798419,-4.165915,13.683358,-3.800365,7.309327,13.633409,5.892269,2.10364,-2.67951,-0.372738,2.073654,-1.640402,-1.681374,2.767529,8.534963,0.349793,0.928702,-1.039832,-1.709499,-1.82736,1.086739,-1.218186,-0.31657,-0.51098,-0.638271,-1.830034,0.841918,-1.1235,-0.008099,-1.22241,-3.495994,1.435639,-0.635241,1.565402,0.978827,-0.69726,0.43659,-0.868392,0.449396,-0.135063,1.815685,0.58618,-1.611933,-0.210387,0.3019,0.668685,0.36415,0.797908,1.135112,2.330527,2.017219,2.817473,1560.839099,-1931753.128442,-93194785.902149,-207439428.759377,286142018.960998,-255939080.801253,573413449.118424,245074516.534419,931790896.822368,2127375033.587369,-716844383.901805,977212340.182194,-1961515208.659396,-1620956053.487801,-1259390696.293237,192717013.80459,177862965.544107,542021194.307899,-2840715849.030226,-4321457886.589012,1740291387.835753,526967059.234539,4184879974.255516,842939587.40492,-900743367.225196,1
-2568492.537443,26916.647875,180.231107,736.494985,-67.874528,105.003763,1.404148,595.195151,-39.167841,273.296407,212.595039,-281.189713,54.154683,-120.245072,-0.510815,-24.402569,-12.474477,29.725269,-4.322114,3.017774,16.179528,-10.499376,13.391748,-1.785635,1.095257,12.629893,6.935792,-2.345018,3.612492,-0.954473,4.158025,-7.915446,-1.569609,-0.18176,-5.425628,-1.982769,1.96538,-4.423172,-0.089012,-1.818228,-2.773268,-1.860816,-4.055577,1.369019,0.148302,-3.069914,-0.356295,-1.354718,-5.510448,-0.030867,-2.276594,-2.080685,0.309075,-3.203944,-1.293101,-2.157985,0.507193,0.308333,1.181169,3.131647,2.288088,0.012891,0.965772,4.211349,1.436476,1.840613,0.834439,-0.845116,-0.410258,-0.604506,-0.534043,-1.237589,-2.136739,-0.533855,-3.666915,1097.75057,-988753.262394,-49668681.681615,-108766042.003426,151896468.804756,-133899479.162379,294511669.518503,130954534.930271,473306362.00876,1131977321.33127,-369825201.875839,509567775.004766,-1077778046.925374,-868153391.62119,-654861730.024047,99963022.152891,95721755.189449,272837054.111773,-1454896864.856835,-2216721376.935932,903294390.686954,276470164.681185,2190642717.01335,480779846.484703,-465757799.770327,1
-2576147.78473,27092.043705,-1004.222011,388.437839,728.970607,-147.504127,47.5295,-65.408024,-118.883171,275.002209,77.199724,14.431884,46.068549,-11.944816,-17.409539,-54.587853,-16.291064,37.69792,8.459027,14.420666,10.885317,-2.787879,5.883509,-8.567618,3.402475,8.340813,7.323688,-2.737533,6.027654,4.140807,2.833502,-3.922546,0.831269,9.592305,-0.403702,0.070237,0.061108,3.987184,-2.030654,1.481695,1.007392,3.347414,-0.215374,1.326954,3.525234,0.705836,0.791485,-0.407794,-2.33619,3.063932,1.508126,1.259979,3.679732,0.765345,-0.38993,-1.215925,-1.067476,1.69442,0.57849,-0.449583,-3.31938,0.402332,1.868853,0.839209,-0.610225,0.277326,1.274781,0.208016,0.176675,-1.788368,1.583288,-1.529117,-2.130091,-1.518856,-5.007151,1656.512932,-1682932.371422,-82335113.834351,-182866356.651221,252697179.94975,-225503687.821704,503863633.98785,216640255.619679,817476319.642213,1879308257.88694,-630377288.479707,860629407.276245,-1741315571.7708,-1433338441.434076,-1108691731.767316,169526291.078996,157437664.231608,474781331.996597,-2495227432.479517,-3796773556.468143,1531715190.574467,464509275.930521,3687829653.246345,752642696.600443,-792235454.46717,1
-2576180.838544,26636.270907,-887.761468,404.09511,660.983144,-12.449722,24.630556,254.811304,-24.950358,134.329824,133.129583,-127.233067,93.238678,-24.333362,8.868142,-71.903291,-7.168874,25.99898,-7.408053,14.238537,14.169636,2.448388,21.764162,-1.53831,-3.994475,16.239655,1.914659,4.817314,14.603281,4.637009,6.996573,-2.312868,0.853737,6.421523,-3.261401,-2.082874,4.054212,7.050688,-1.928854,1.223614,-0.751826,-1.513719,-1.088124,0.952275,-0.053322,-0.209093,-1.653456,-1.702654,-3.924651,-0.179976,-1.478407,-0.237464,0.368954,-2.079683,-0.161037,-0.867607,0.072395,0.020878,-0.625277,1.335833,0.12256,-0.622128,0.624577,2.103519,-0.653207,-0.502571,0.350865,-1.205363,0.632802,0.509983,0.031344,0.674038,0.70785,2.330514,0.361295,2355.602348,-2614556.126751,-125807647.934228,-281466998.300847,386819828.536741,-347421389.715287,782530196.924078,330646191.349101,1275625172.354635,2873711741.735907,-977145240.742844,1327853585.159009,-2623951739.778489,-2185340914.360822,-1712695944.507776,262146538.83232,239523170.462739,743690648.754626,-3879979449.18953,-5899889486.159964,2368052372.351297,714758661.988574,5680292792.143181,1114174556.024395,-1226805550.76774,1
-2576231.994333,27080.458502,-812.20207,569.44977,940.010339,471.208133,25.931992,192.322406,42.528684,66.516002,82.623658,100.500883,42.312332,5.064667,13.323978,-67.913473,-19.723069,17.577551,0.509735,30.693507,13.177873,6.025179,14.492414,-15.458476,2.247634,17.443969,-1.312586,4.758119,10.392186,1.671686,1.586052,-2.586284,0.881916,1.051246,-2.955205,-0.062165,1.456174,5.940403,1.250258,2.829541,-1.014857,0.326802,0.404655,0.648859,2.214828,1.883192,-0.806019,-0.525329,-3.358742,-0.872419,-3.078123,-1.202106,0.403315,-4.190434,3.45807,0.8038,2.289739,0.113664,-0.434189,0.185506,-1.40461,0.233929,0.987135,1.998427,-0.201648,-0.857387,-0.719709,-0.273138,0.989509,2.914366,2.438887,4.382482,7.863175,14.058381,15.693252,3794.709407,-5116843.526716,-241722944.858604,-544308769.750258,744377091.735506,-672478708.773646,1525488387.464277,634582669.348666,2497065510.773416,5524807806.952415,-1901582575.617585,2573501887.324711,-4977120615.189346,-4190220673.949157,-3322992731.718663,509171758.557823,458307568.131686,1460771039.604302,-7571754272.143099,-11506807487.08148,4597657513.557894,1381962802.541821,10992205809.560173,2078170213.718074,-2385474791.916028,1
-2573953.62092,23332.031076,-544.715081,200.830026,1973.678504,-345.616869,146.310071,626.08082,245.230297,262.756489,-26.011086,12.753922,-3.477095,82.951602,-27.555584,67.940027,-0.497763,-1.867529,3.95775,-10.973656,-7.304385,-14.065223,-10.273257,1.336586,-3.228689,0.482825,-16.576649,4.678164,-7.631671,2.688264,-8.382661,-8.387656,8.70122,-9.466854,1.262061,1.702523,-1.859534,4.764183,6.417497,0.795867,1.017072,2.75909,4.042223,6.261957,0.908095,0.630427,0.324345,-1.55648,1.355892,0.026592,1.223787,-0.999689,1.13485,3.725533,2.588421,0.172457,-1.239876,-0.188544,2.465887,-0.988968,-0.292655,-1.610848,-1.33422,1.824125,-1.343374,-1.039782,-1.236555,0.212912,1.084028,0.697586,0.100783,2.439075,2.228553,4.086482,3.43463,-863.237735,463103.945132,20360222.204304,50255708.02489,-64344330.845058,62572901.422644,-154650684.604425,-52829807.713221,-265278880.07979,-470929371.959899,189337166.072456,-243551350.823346,344689180.857359,343917033.862768,318784059.901027,-49087766.773456,-36747943.846793,-160250679.564476,777477780.851446,1173803074.712044,-445154414.011056,-126846181.067205,-1021293537.195032,-101435225.89894,234531252.494599,1
-2553036.995454,25160.635509,22.133515,1215.754285,1629.417621,585.169297,198.295752,365.153369,263.04321,284.537273,39.86303,56.667406,-118.508434,-77.940695,-43.373852,38.19878,-14.849964,16.525723,6.886864,-6.355286,1.358362,-21.115085,-13.080822,-12.137327,2.634947,-2.64643,-12.368365,3.100907,-7.018084,5.051484,-1.552306,-12.888927,3.839121,-12.411312,0.33767,-3.946895,-0.790895,13.214018,2.300232,3.934007,-1.569256,2.148345,0.348687,0.370022,3.239971,0.281256,4.911643,0.321655,2.11063,2.960731,2.571785,-0.793868,-0.637237,-1.670273,-1.181205,-0.8938,-1.054921,0.103467,-1.099879,-0.295889,3.383291,0.665089,-0.928059,1.990337,-2.035713,-1.533528,-2.179318,1.177979,-0.277065,0.884407,-1.16775,0.231477,-0.270851,-0.564364,-0.295406,-2264.009379,2726194.466202,125613239.125057,288919642.223564,-389033046.881115,357698275.937051,-829112752.124353,-328838962.905197,-1374039141.199735,-2878314956.848087,1028615472.593185,-1374496213.665654,2482108198.150287,2164577476.867611,1780778219.096273,-273317347.820961,-235466062.184117,-811064362.365272,4128887688.323731,6263860311.903111,-2469440449.549839,-732634669.133717,-5844276471.961699,-977305226.198362,1286404778.462807,1
-2553038.843413,25160.606646,21.806142,1214.663842,1627.555551,584.320988,198.127053,364.155468,263.128119,283.93656,40.20339,57.226968,-118.218929,-77.153579,-42.568295,39.604651,-13.512752,17.490832,6.976089,-5.866468,1.613614,-20.160661,-10.340982,-9.075297,2.33839,-3.859851,-13.275783,1.231536,-8.719326,5.740857,0.499415,-12.593549,2.357356,-13.308727,0.020684,-3.058903,-1.071182,12.851568,2.558353,3.386498,-1.909645,2.10981,0.115033,0.443173,3.065418,0.515838,5.130374,-0.126168,2.502265,2.820184,2.070602,-1.178849,-0.509771,-1.439277,-0.99141,-0.834543,-1.032304,0.241976,-1.190527,-0.60411,3.311538,0.94273,-1.008918,1.824372,-2.104725,-1.32713,-2.264593,1.034949,-0.518874,0.545484,-1.5409,-0.400935,-1.101208,-2.241518,-2.283182,-2772.761466,3409465.539694,157562407.237303,361389237.003688,-487608916.340631,447301154.323121,-1033919334.022523,-412629359.077173,-1710759627.871968,-3609160950.393785,1283480386.722807,-1717884719.191648,3130806099.931563,2717266512.329303,2224695970.818848,-341383120.181629,-295800112.167959,-1008689011.573218,5146624542.349004,7809569575.234961,-3084121780.863759,-916556643.137369,-7308658516.008336,-1243003533.06473,1605787999.396929,1
-2577361.580262,27680.869262,1228.152146,1672.208089,621.145282,1578.651492,98.688116,478.468691,219.957176,278.907084,74.163345,120.176927,-126.297431,-147.646468,-40.683656,8.367162,-31.271482,19.009493,-4.267089,-8.12942,-1.311435,-13.261547,1.128814,-2.796152,0.39123,-0.708593,-7.770103,-5.969698,-5.155355,1.706376,-6.128613,-5.575876,1.922097,-15.215791,-3.797677,9.207286,3.134101,5.837017,8.371424,5.879374,-0.763938,0.870605,-2.839867,-3.834023,1.590527,-3.710907,5.227706,1.343593,-0.734665,0.930633,-0.024574,2.659307,1.864836,1.032662,0.049772,-0.534007,2.481438,0.322171,-3.433464,-2.071251,2.041748,1.908991,0.108517,1.697368,-2.210383,-1.218298,-0.51867,0.083367,-0.562881,-0.443362,-1.596042,-0.186905,-1.111943,-2.364208,0.391862,-2351.820448,2894109.05688,133289201.068951,306356457.338257,-412717684.594005,379272582.436063,-878531217.756448,-348954702.193965,-1455384332.819793,-3053878486.35325,1090066070.887303,-1457200001.696127,2637253358.442561,2297234202.713424,1887728394.408575,-289735294.535383,-249928203.206204,-858880199.169723,4374519567.244846,6636844696.554088,-2617546923.896372,-776900470.39494,-6196781155.441326,-1040500787.712082,1363418308.484896,1
-2577359.879597,28213.627747,2666.525355,2047.936434,-385.615937,3621.377393,32.629721,211.310679,198.432877,214.970091,-27.308074,210.916497,-28.670932,-183.986086,-50.015265,-35.313049,-30.237097,53.897364,-26.128285,-24.651621,-8.396572,-0.576022,3.945654,13.391735,-9.799483,-8.9587,-24.916417,-17.001779,-23.821202,-6.431149,-11.372501,2.797578,5.976919,-11.884661,-10.606385,35.296172,7.129347,-5.112746,12.141854,12.81433,-4.317426,1.464309,-6.566266,-16.561302,2.219792,-9.66127,8.984505,1.750644,-3.842377,-4.851,-4.261235,7.897813,2.495907,4.179822,0.78379,-1.021434,3.85002,0.756628,-2.977156,-1.961205,0.220734,5.443739,3.630051,-0.535842,-1.459215,-0.070827,3.075624,-0.566675,-0.403254,-0.023303,-2.158133,-1.590434,-2.530749,-4.259503,0.082242,-1343.900004,1869536.571753,84695223.509572,196078162.471361,-262731291.145233,242968802.348944,-566961101.684647,-221470379.757651,-943103673.431366,-1941968542.397653,702270949.603388,-934786716.006738,1650360220.406852,1456395683.343215,1212362246.688969,-186257286.554536,-158087778.026917,-558347536.651417,2826134800.479686,4285179550.883276,-1682301651.355833,-497106892.832404,-3968849973.580893,-636386673.546553,877588302.516486,1
-2575780.579444,22830.191477,-1039.799424,681.964562,1699.298566,-0.332029,122.726926,448.688509,154.543246,163.408856,-10.744808,41.480511,-27.436804,49.749831,-5.526688,44.5267,-6.12585,-2.874273,9.158445,-8.611507,2.563003,-8.522973,-0.195911,-0.152001,-3.201756,7.504502,-4.504102,-10.459048,4.76461,7.912285,-10.408044,-3.218742,3.070997,-5.067751,-2.324627,0.68038,-2.586111,1.390273,4.00274,-0.426901,-1.316855,1.696301,2.187776,5.813266,0.653339,0.174578,2.665827,-0.757099,-0.971277,2.488274,0.506,-3.90984,1.815842,5.733963,4.313001,1.131496,-0.406572,-0.099661,2.101282,-0.792606,-0.255244,-0.258621,-1.480343,2.240506,-1.784136,-1.113142,0.842708,1.144575,0.733106,-0.957687,-1.034456,-0.558986,0.238872,-0.502619,-0.914102,-371.640751,347769.772939,13953468.622442,35647173.278889,-44497607.309977,44580016.6692,-113504559.355319,-35967060.433648,-197592120.365059,-323922707.676828,138026315.593245,-174521852.188178,214209478.303191,232771982.9116,229530921.618683,-35516319.26045,-24539245.358265,-120720195.319133,572851195.711602,862986445.045903,-321448068.696764,-89896891.777298,-726766552.926744,-48117118.39543,170425693.536811,1
-2573894.485039,27307.576939,-738.513838,139.798836,-66.856934,321.026721,35.642452,316.525809,172.635153,149.033098,236.765342,-53.032823,-148.892873,-57.928189,-5.290173,82.226388,6.784964,23.001018,-41.87487,25.64915,-12.299606,-3.619185,-10.827208,2.392433,-0.761939,-2.952604,-20.521428,13.762347,-13.380538,9.679195,-1.855632,-14.34173,3.591146,3.832625,-0.400541,0.950607,-0.439679,6.121569,5.819517,1.234818,1.171892,1.467484,2.331344,-0.935493,-0.532523,1.196651,1.105366,-0.526999,-2.379488,-1.349917,0.643167,0.012039,-0.653021,-0.363659,2.209805,-1.285918,0.139924,-0.540562,-2.075028,1.518242,-0.159646,-2.025356,0.39141,0.267724,-0.182677,0.843963,0.44421,-1.24522,0.436306,0.713162,0.905739,-1.272115,-0.025938,-0.896646,-2.128138,948.829288,-740458.37792,-38091595.080049,-82499465.3555,116175421.952383,-101419944.028232,220249080.987486,100594846.944573,351190434.353837,867147209.823767,-277421269.509566,385090604.3358,-842866676.590893,-667904524.266274,-493933450.244343,75282705.301747,73866281.758523,201150379.963396,-1085854018.516732,-1656242393.590382,680456879.525683,209803589.884661,1659843454.880123,384643239.148107,-349962704.556563,1
-2575854.75191,27768.782688,-611.669034,-127.077019,-754.958421,691.312142,-15.900975,-95.219925,162.800724,16.846128,245.649798,-34.632903,-63.206102,15.60423,44.073606,56.526788,23.322614,24.239562,-38.75235,31.038316,7.128287,3.965076,-11.147282,-9.849463,-0.90289,2.057666,-25.83328,21.849325,-13.229579,2.763238,-2.844757,-14.842141,6.34584,5.938133,1.277789,-1.367448,-2.285827,2.481502,4.860829,3.689424,2.371919,0.735918,2.521233,-0.482731,0.892208,1.245489,-0.081646,0.636785,-0.638288,0.488183,0.841315,-0.768853,1.772468,-1.345095,3.351092,1.95555,2.064147,-0.614255,-1.205923,0.952993,0.341655,-1.45688,-0.710864,0.728108,-0.081239,-0.7373,0.645189,-0.484703,0.034178,1.187685,0.69891,1.196705,2.562672,6.175668,6.094194,2333.663942,-2951734.446663,-140908923.85563,-315668787.389572,433360130.833302,-389754678.764181,879275272.251649,370211580.051197,1434653844.943764,3218854902.802018,-1097467464.264125,1490039936.243513,-2930326790.266024,-2446369663.70821,-1922349648.290678,294365761.876433,267971061.752057,837151379.06208,-4360624117.294716,-6629853033.278852,2658275965.551244,801641722.334172,6371836914.839271,1239758317.606125,-1377716131.945604,1
-2574675.656435,27866.402975,-690.703136,-303.0715,-1049.809779,170.71289,-62.620873,-203.962844,63.616755,138.168091,217.991931,100.482635,-114.129128,91.5466,31.923536,58.480736,41.929675,37.276301,-26.505355,31.275808,9.868631,-3.16751,12.874424,15.946545,-4.554782,-7.51616,-20.618149,14.792538,-21.103897,9.63646,9.272985,-12.537394,1.365132,7.308775,-1.657734,3.156275,-4.431039,4.31063,4.772254,5.191741,6.335426,8.116764,2.633291,-1.875542,-1.434512,-2.62348,-2.507613,-3.754046,-1.153451,0.241426,1.687001,0.38068,2.403723,-1.295572,-2.138624,-0.786273,0.766663,1.60629,-1.677372,-0.646963,-3.013664,-0.994724,1.732178,1.993698,1.018907,-0.790429,1.744118,2.170992,1.469858,-1.096968,3.091215,2.589655,3.34354,8.550679,6.813296,2479.62814,-3253021.686367,-154831093.109053,-347236972.076525,476303086.796126,-428797778.997619,968517397.069608,406714173.495582,1581373415.466815,3537256196.406216,-1208503483.590836,1639655327.790305,-3212914929.20782,-2687154897.931436,-2115764663.936127,324040664.177485,294244129.768758,923295720.762643,-4804068518.026358,-7303334672.073036,2926074754.807804,881779816.842843,7009841752.674506,1355509454.525024,-1516891323.448774,1
-2574888.380925,28051.388588,447.757561,345.365719,-1115.182991,1746.470412,75.072642,-176.329982,176.288432,120.460452,228.841504,-178.679223,-71.807238,-111.655803,-15.389539,62.596816,5.640864,39.350521,-49.196012,22.551888,0.442993,-1.222716,-9.347187,-1.187791,-2.173928,-0.78145,-13.343416,13.020038,-7.362973,2.782005,-0.677977,-8.792159,5.261658,2.458949,-2.381159,-1.455775,-0.442204,1.826636,4.587567,6.7995,3.22074,1.850919,0.444256,-1.669721,0.665176,1.164006,2.463803,0.469935,-1.917205,-0.198369,-0.035397,-0.26681,1.887636,-0.726906,2.815058,1.25715,1.945125,0.107567,-1.040044,1.239732,0.243295,-1.665331,-0.463724,0.643516,0.11542,-0.402233,0.266949,-1.557834,0.807049,1.281135,0.071653,-0.031307,0.621518,3.045528,2.969721,1001.992506,-1306273.70866,-63691695.042594,-140498404.887485,195092747.489851,-173189441.322634,384265883.934543,167683793.855395,620805376.603918,1452365820.773247,-481439174.34574,660069725.575087,-1362380438.288445,-1110498828.405207,-849395768.613199,129880364.859643,122121188.081468,359549253.194094,-1900753015.943183,-2893859050.39969,1172552862.878176,357106810.258323,2832377288.71713,597575010.257448,-605795131.648701,1
-2575879.363612,28033.025129,225.929441,-123.394774,-1895.62173,345.737522,97.206144,121.685183,18.489265,386.547437,399.438675,-858.75897,58.721033,-204.643986,-36.249164,68.455249,28.517147,47.562842,-73.766594,1.347136,-1.117708,-17.304156,7.173613,28.844723,-9.349267,3.639237,7.094142,1.596106,0.059503,0.958102,7.055714,-8.02373,6.368582,7.897223,-6.689136,-9.957146,3.782611,-10.946024,-5.07451,6.010092,2.821628,3.553719,-4.522044,2.924572,-2.701802,-1.797664,4.719783,0.541681,-4.993607,-1.674951,-0.895681,0.092259,-1.115006,-0.490284,1.514515,-0.717954,1.492148,-0.25381,0.491301,2.119531,1.617574,-0.608336,-0.315022,-0.695901,0.321208,-0.862214,1.525436,0.326356,1.353984,-1.077903,-0.499113,1.697205,3.349909,4.763096,5.939479,1027.534954,-1415543.045836,-68640886.074072,-151710782.294013,210349849.5469,-187063312.964757,415968748.368053,180654315.215535,672915994.33102,1565508505.91342,-520874863.916937,713225201.692953,-1462843001.244205,-1196071435.723428,-918109476.243369,140434700.962803,131450021.357039,390163010.11061,-2058261770.599708,-3133079040.566543,1267677380.217858,385583532.971813,3059046389.40483,638762203.113611,-655246023.999718,1
-2574903.52015,28039.909428,237.723031,-98.442616,-1859.708208,262.950661,-72.831277,-513.90466,-145.458245,501.675473,135.50008,195.064871,-229.192862,90.587084,-43.664532,48.089863,33.512859,29.597118,-40.804482,34.502586,1.195152,-9.177596,14.888001,18.552552,-5.360335,-7.21988,-5.486472,-0.035173,-16.39474,7.366077,9.879619,-3.214791,1.372032,0.705558,-9.044776,5.592085,-3.551517,1.200324,3.522474,6.457851,5.391957,6.04164,-0.279625,-0.839949,-0.046058,-0.249928,2.253874,-3.117175,-4.205744,-1.371589,-2.149118,-1.166217,4.640084,1.702551,1.269259,0.675944,0.942241,1.530783,-0.233572,1.693145,1.210518,1.894008,0.21221,0.222789,1.281726,-0.616697,-1.284342,-2.672167,0.530144,-2.599644,-2.757206,-5.683322,-6.144233,-8.378657,-9.05934,-3135.748544,3763912.833763,174265458.773429,399322431.431831,-539168812.801623,494196280.498616,-1141211108.915637,-456438072.957979,-1887256937.874375,-3991356815.545537,1416983551.807939,-1897645351.007006,3469412063.347865,3006187167.500958,2457120599.225307,-377006683.451184,-327342021.033881,-1112290147.484314,5679883736.659409,8619413824.757893,-3406001085.499284,-1012803825.448976,-8075125858.289046,-1381333863.023209,1773037532.931654,1
