@relation 'HFE-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R732-738_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.999-A3-M-1_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A184-N1000-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute Source_57 numeric
@attribute Source_58 numeric
@attribute Source_59 numeric
@attribute Source_60 numeric
@attribute Source_61 numeric
@attribute Source_62 numeric
@attribute Source_63 numeric
@attribute Source_64 numeric
@attribute Source_65 numeric
@attribute Source_66 numeric
@attribute Source_67 numeric
@attribute Source_68 numeric
@attribute Source_69 numeric
@attribute Source_70 numeric
@attribute Source_71 numeric
@attribute Source_72 numeric
@attribute Source_73 numeric
@attribute Source_74 numeric
@attribute Source_75 numeric
@attribute Source_76 numeric
@attribute Source_77 numeric
@attribute Source_78 numeric
@attribute Source_79 numeric
@attribute Source_80 numeric
@attribute Source_81 numeric
@attribute Source_82 numeric
@attribute Source_83 numeric
@attribute Source_84 numeric
@attribute Source_85 numeric
@attribute Source_86 numeric
@attribute Source_87 numeric
@attribute Source_88 numeric
@attribute Source_89 numeric
@attribute Source_90 numeric
@attribute Source_91 numeric
@attribute Source_92 numeric
@attribute Source_93 numeric
@attribute Source_94 numeric
@attribute Source_95 numeric
@attribute Source_96 numeric
@attribute Source_97 numeric
@attribute Source_98 numeric
@attribute Source_99 numeric
@attribute Source_100 numeric
@attribute Source_101 numeric
@attribute Source_102 numeric
@attribute Source_103 numeric
@attribute Source_104 numeric
@attribute Source_105 numeric
@attribute Source_106 numeric
@attribute Source_107 numeric
@attribute Source_108 numeric
@attribute Source_109 numeric
@attribute Source_110 numeric
@attribute Source_111 numeric
@attribute Source_112 numeric
@attribute Source_113 numeric
@attribute Source_114 numeric
@attribute Source_115 numeric
@attribute Source_116 numeric
@attribute Source_117 numeric
@attribute Source_118 numeric
@attribute Source_119 numeric
@attribute Source_120 numeric
@attribute Source_121 numeric
@attribute Source_122 numeric
@attribute Source_123 numeric
@attribute Source_124 numeric
@attribute Source_125 numeric
@attribute Source_126 numeric
@attribute Source_127 numeric
@attribute Source_128 numeric
@attribute Source_129 numeric
@attribute Source_130 numeric
@attribute Source_131 numeric
@attribute Source_132 numeric
@attribute Source_133 numeric
@attribute Source_134 numeric
@attribute Source_135 numeric
@attribute Source_136 numeric
@attribute Source_137 numeric
@attribute Source_138 numeric
@attribute Source_139 numeric
@attribute Source_140 numeric
@attribute Source_141 numeric
@attribute Source_142 numeric
@attribute Source_143 numeric
@attribute Source_144 numeric
@attribute Source_145 numeric
@attribute Source_146 numeric
@attribute Source_147 numeric
@attribute Source_148 numeric
@attribute Source_149 numeric
@attribute Source_150 numeric
@attribute Source_151 numeric
@attribute Source_152 numeric
@attribute Source_153 numeric
@attribute Source_154 numeric
@attribute Source_155 numeric
@attribute Source_156 numeric
@attribute Source_157 numeric
@attribute Source_158 numeric
@attribute Source_159 numeric
@attribute Source_160 numeric
@attribute Source_161 numeric
@attribute Source_162 numeric
@attribute Source_163 numeric
@attribute Source_164 numeric
@attribute Source_165 numeric
@attribute Source_166 numeric
@attribute Source_167 numeric
@attribute Source_168 numeric
@attribute Source_169 numeric
@attribute Source_170 numeric
@attribute Source_171 numeric
@attribute Source_172 numeric
@attribute Source_173 numeric
@attribute Source_174 numeric
@attribute Source_175 numeric
@attribute Source_176 numeric
@attribute Source_177 numeric
@attribute Source_178 numeric
@attribute Source_179 numeric
@attribute Source_180 numeric
@attribute Source_181 numeric
@attribute Source_182 numeric
@attribute Class {Insoluble,Soluble}

@data
-0.073603,0.055842,0.028415,0.102492,-0.03862,-0.070439,0.035435,-0.063621,-0.042637,0.021258,-0.01039,0.09327,-0.008512,0.048127,0.007694,0.095225,0.021433,0.025955,0.083963,-0.067919,-0.095286,-0.085537,-0.021263,-0.075525,-0.021786,-0.002374,-0.04727,-0.088482,0.052482,0.037627,-0.130913,-0.01708,-0.042115,0.055868,0.012797,0.005358,0.002792,0.113707,-0.018878,0.038858,0.000364,0.024881,0.01537,0.052809,0.126513,0.031062,0.019425,0.010278,-0.050699,0.005698,-0.075406,0.046819,-0.02792,0.065203,0.001544,0.036954,0.088782,0.033081,-0.041775,0.018845,0.021007,0.037675,-0.094763,-0.013393,-0.006613,0.060819,0.078135,-0.041735,-0.005028,-0.150265,-0.012619,-0.016221,0.007937,0.133769,0.052792,0.120279,-0.019903,0.025319,-0.099952,0.009436,0.014573,-0.102148,-0.020353,0.073729,0.001988,-0.046652,-0.035547,0.091633,-0.01978,-0.060011,0.058277,-0.004644,0.114935,-0.001598,0.074323,0.034776,0.128396,-0.022433,0.060323,-0.095896,-0.015954,-0.055536,0.011081,0.009532,-0.018586,0.083993,-0.0248,-0.031031,0.006665,0.016255,-0.002173,0.086178,0.057245,-0.034001,0.007014,0.000588,0.01912,-0.035403,-0.039053,0.017063,-0.011119,0.044431,-0.127923,0.031189,0.092881,-0.045044,-0.009499,0.032263,0.029943,-0.009846,0.014206,0.007564,-0.175107,-0.085686,0.101833,-0.020371,-0.045007,-0.016306,0.051333,-0.017345,-0.111359,-0.076487,0.037417,0.069369,-0.088356,0.065345,0.053611,0.060173,0.013853,-0.059845,-0.05001,-0.04691,0.046963,0.022388,-0.06267,0.013997,-0.023964,0.043066,0.081505,-0.007915,0.074105,0.058155,-0.001738,0.05327,-0.035161,0.174405,0.040038,-0.007242,0.004365,0.082329,0.034453,-0.084305,-0.073616,-0.004498,-0.011962,0.040692,-0.01004,-0.040358,0.012931,-0.009731,0.014079,-0.079606,0.03308,Insoluble
0.002094,0.074654,0.109248,-0.087006,-0.058778,0.125278,0.016569,-0.011393,-0.024646,-0.033145,0.017443,0.116433,-0.144793,0.00461,0.00757,-0.09079,-0.053348,-0.104816,-0.050464,-0.015993,-0.014332,0.08572,0.030186,0.086627,-0.006556,0.03905,-0.02988,0.017932,0.079902,0.067972,-0.040164,0.096812,-0.025281,-0.063503,-0.120171,-0.125235,-0.03001,-0.011272,0.02688,-0.018205,-0.048146,-0.047476,0.009295,-0.052892,0.035577,0.030569,-0.030453,0.037149,0.110761,-0.028561,-0.115458,-0.073122,0.129511,-0.055636,0.057667,-0.00543,0.117456,-0.0549,-0.016223,0.01382,0.013848,-0.166662,-0.095331,-0.100437,0.045615,-0.076365,0.024505,-0.026822,0.039513,0.008044,-0.072957,-0.072007,0.00019,-0.00745,0.028347,0.079291,0.034298,-0.081285,0.116063,-0.027998,0.010969,-0.053613,-0.00964,-0.03946,0.006826,0.041028,-0.023303,-0.049918,-0.018458,0.078915,-0.016064,-0.01867,0.020742,0.045939,-0.045633,0.031017,0.052514,-0.040643,0.010898,0.054332,0.000935,-0.073714,-0.04594,-0.019643,-0.102751,0.038673,-0.039684,-0.021752,0.021357,-0.026697,-0.068021,-0.163401,0.0289,-0.029134,0.049126,0.03346,-0.020507,-0.01065,-0.006334,0.063845,0.017916,0.095733,0.005042,0.108192,-0.101846,0.048572,-0.024558,0.0212,0.033415,-0.080831,0.034855,0.020349,-0.09209,0.010938,0.02208,0.051071,0.07601,0.005077,0.031933,0.070101,0.007437,0.16228,0.042733,0.024144,-0.023553,-0.089577,-0.037497,-0.063641,0.048981,0.072566,-0.025704,0.04822,0.047583,0.046284,0.021907,0.048671,0.018467,0.07396,-0.050415,-0.038979,-0.03246,-0.009133,0.01074,0.181884,-0.033282,-0.079106,-0.049794,-0.092072,0.075463,0.124951,0.007964,-0.064643,-0.118361,0.00208,0.060078,-0.061411,0.046678,0.054523,0.038938,0.025484,0.073392,-0.143498,-0.016591,Insoluble
0.040398,0.018417,-0.027156,-0.066055,0.033333,0.07599,0.005864,-0.040982,-0.059963,-0.000371,-0.091875,0.040234,-0.143159,-0.027922,-0.040836,-0.048266,-0.074152,0.141323,-0.018566,0.041762,0.008645,-0.009921,0.053513,-0.008951,-0.058815,0.053186,0.046171,-0.023319,0.015686,-0.004309,0.056353,0.030487,-0.051383,-0.024176,-0.096556,-0.130831,-0.016679,0.035732,-0.011439,-0.058944,0.074224,-0.041169,0.062486,0.047654,-0.111847,0.017378,-0.012753,0.087648,0.032574,-0.001225,-0.03824,0.048812,0.038248,0.024854,-0.008105,0.02345,0.02798,-0.039882,-0.02657,-0.021036,0.000766,0.025834,0.049158,-0.059284,0.073152,0.005513,0.009306,-0.062026,0.093452,0.009407,0.003923,0.001934,-0.080653,-0.05364,0.052202,-0.00703,-0.030947,0.077786,0.03416,0.057725,-0.076824,-0.063854,-0.006745,-0.085505,-0.077558,0.013615,0.01935,-0.064555,-0.041778,-0.023364,-0.020874,-0.093945,0.143408,-0.035325,0.025863,-0.035661,0.06918,0.033421,0.115082,-0.023434,-0.046681,-0.020585,0.012975,0.011823,-0.010389,-0.004842,0.057562,0.018315,0.001658,-0.066559,0.024907,0.00177,-0.075087,-0.108841,0.175242,0.016156,0.09037,-0.040266,0.017248,0.102608,0.111799,-0.013835,-0.001277,0.049396,0.044614,-0.000265,0.012095,-0.022192,0.008953,0.079121,0.018483,-0.020352,-0.028303,0.048218,0.050118,0.061548,-0.043617,-0.053396,0.01156,0.009533,0.014352,0.043802,0.000547,0.027736,-0.010376,-0.028509,0.031362,-0.067964,-0.076152,0.153733,-0.085044,-0.084048,-0.069401,0.010849,0.038042,0.064336,-0.017975,-0.079557,-0.085283,-0.047599,-0.030264,-0.03039,-0.018616,-0.055711,-0.042571,-0.023629,-0.005272,0.102811,-0.043562,-0.001023,-0.048185,0.012102,0.07412,-0.103777,-0.041155,-0.0466,-0.078094,-0.034971,-0.01447,0.032479,0.003479,-0.003931,-0.005843,Insoluble
-0.070195,0.012399,-0.088068,0.06425,0.048059,0.038857,-0.082303,-0.079665,-0.035229,0.067951,-0.06467,-0.006762,0.005453,-0.074175,0.049931,-0.085912,-0.091938,0.004891,-0.077349,-0.043287,0.011842,-0.050674,-0.105773,0.013359,0.106419,0.015486,0.037804,-0.073559,0.010091,-0.084357,0.065509,0.033437,0.000285,-0.033144,-0.004408,-0.021407,0.02644,-0.01744,-0.075358,-0.032628,0.005676,0.051436,0.033436,0.022065,-0.006993,-0.007623,-0.043778,0.107639,-0.061356,-0.067148,0.073039,-0.011978,-0.034523,-0.066057,0.019469,-0.077762,-0.024705,-0.130782,-0.031863,-0.046799,0.019887,0.039322,0.069089,0.019273,0.049598,-0.008572,-0.034331,0.050635,-0.010741,-0.030312,-0.064594,-0.034239,-0.026824,-0.04057,-0.045185,0.05786,-0.025189,0.03088,0.024137,0.046249,-0.033626,-0.037572,0.003751,0.098785,-0.095801,-0.019726,0.07935,0.036069,-0.04207,0.017835,0.002986,-0.092424,0.107595,-0.039412,0.003071,0.008995,0.003925,0.022702,0.049907,0.061972,0.020124,0.002491,-0.050719,-0.02674,-0.072855,-0.033164,0.001783,0.027354,-0.082282,0.01539,0.000185,-0.041702,0.071653,-0.093259,0.160598,-0.075271,-0.017223,0.001958,-0.032459,0.056005,-0.039897,-0.047124,-0.080436,0.054505,0.131709,0.011037,0.121866,0.046745,0.096673,-0.03591,0.043356,0.053052,-0.062194,0.046027,0.013174,0.079096,-0.068724,-0.005268,-0.048554,0.000377,-0.016654,0.080493,-0.074609,0.009404,0.019862,0.022081,-0.030326,0.007372,-0.118841,0.114914,0.046316,-0.045131,-0.043138,-0.050363,-0.072049,0.012939,0.016237,0.066097,0.075172,-0.018378,-0.010168,0.014453,-0.033805,-0.027229,0.042068,0.064724,0.102132,-0.029848,0.086896,-0.081408,0.065439,-0.033725,0.070515,-0.026042,0.034045,0.031183,-0.081928,-0.143634,-0.05906,0.056639,0.061168,-0.083941,0.086431,Insoluble
-0.053801,-0.000668,-0.03915,0.05361,0.040722,0.042859,-0.01982,-0.071078,0.046738,0.040411,-0.046969,0.010016,0.021034,0.002282,0.055789,-0.098356,-0.07325,-0.020122,0.036043,-0.014044,0.003572,-0.083284,-0.075998,-0.004763,0.041676,0.067651,0.064277,0.010779,0.040868,-0.089252,0.020872,0.029477,0.050278,-0.055017,-0.057627,-0.082753,-0.049078,0.006848,-0.053264,-0.043995,0.018381,0.057096,0.016775,0.00315,0.008757,-0.021176,0.03249,0.037536,0.024574,0.009572,0.030071,-0.034584,-0.041057,-0.046644,0.010569,-0.054159,0.036088,-0.083617,0.000905,-0.041804,0.015742,0.009004,0.012525,0.011421,0.025033,-0.000339,-0.039664,-0.010611,-0.042587,-0.021639,-0.04448,0.034014,0.026471,0.015696,-0.052479,-0.000647,-0.007034,0.021687,-0.003872,0.004677,0.019453,-0.046001,0.030111,0.057505,-0.082068,-0.014304,0.05835,0.056056,0.0097,-0.024062,0.025499,0.008647,0.035333,0.002885,0.003945,-0.010155,-0.055774,0.042465,0.019968,0.060896,-0.003486,0.006761,-0.033322,-0.017728,-0.062101,-0.005437,-0.003671,0.01024,-0.101791,-0.005607,0.01715,-0.017708,-0.033022,-0.031328,0.081093,-0.049362,0.054823,-0.067873,-0.029751,0.030998,-0.013539,-0.038785,-0.072258,0.000139,0.051312,0.092848,0.000845,-0.026985,0.028827,0.020423,0.015221,0.065695,-0.063976,0.047776,0.012108,0.045473,-0.042641,0.021234,-0.007495,0.006786,-0.008813,0.017509,-0.066962,-0.000258,0.015303,-0.038697,-0.017887,-0.028198,-0.082898,0.131726,0.000002,-0.028603,-0.005729,-0.03485,-0.04434,-0.058142,-0.0371,0.025807,0.027052,-0.015375,0.067458,-0.034082,0.072125,-0.040915,0.007515,0.036091,0.069985,-0.058616,0.063555,-0.070662,0.021778,0.013914,0.044487,-0.078754,0.024105,-0.040722,0.017583,-0.049644,-0.023865,0.008135,-0.021313,-0.03545,0.048469,Insoluble
-0.024811,-0.027568,0.051977,0.063534,0.0147,0.084425,0.00287,-0.016688,0.098123,-0.022074,-0.025408,0.039205,-0.005717,0.068616,0.028098,-0.095526,-0.04062,-0.046431,0.136853,0.002465,0.008879,-0.108982,-0.072662,0.029578,-0.009347,0.123133,0.07748,0.061594,0.066144,-0.05111,-0.016258,-0.011253,0.089549,-0.047751,-0.089068,-0.102207,-0.174868,-0.046255,0.00542,-0.012758,-0.003793,0.054051,0.001902,-0.058716,0.075776,-0.018988,0.135026,-0.036586,0.146771,0.041477,0.001647,-0.057366,-0.018532,-0.037509,-0.023323,0.016366,0.122378,0.000525,0.047543,-0.009089,0.020299,-0.054313,-0.05846,0.041264,-0.025113,-0.006829,-0.005315,-0.0295,-0.062289,0.023364,-0.017794,0.13344,0.072341,0.040874,-0.000035,-0.005637,0.033553,-0.015734,-0.027626,-0.005298,0.083298,-0.063637,0.088575,-0.012411,-0.055783,0.026817,0.040974,0.054325,0.033079,-0.020859,0.032462,0.071625,-0.072046,0.04281,-0.007668,-0.020579,-0.068907,0.02381,-0.040435,0.114423,-0.014636,0.022262,0.033729,0.025097,-0.081191,0.06351,-0.018571,-0.017678,-0.090846,0.018062,0.035029,0.02705,-0.113194,0.069678,-0.049213,-0.058732,0.084652,-0.099262,-0.050121,-0.013369,0.031726,-0.00702,-0.07695,-0.051236,-0.050894,0.174414,-0.120378,-0.110756,-0.025187,0.073604,-0.013907,0.083592,-0.084711,0.065466,-0.029848,-0.039223,-0.033589,0.067607,0.025203,0.010408,-0.007046,-0.03091,-0.087463,0.024288,0.000592,-0.114038,-0.01068,-0.058015,-0.01285,0.109265,-0.032083,-0.014744,0.051699,-0.008959,-0.022416,-0.120422,-0.028173,0.049792,-0.025799,-0.034888,0.157607,-0.060405,0.153752,-0.046382,-0.015461,0.028466,0.035507,-0.134558,0.000276,-0.018443,-0.006641,0.057334,0.006212,-0.06215,-0.000261,-0.053524,0.126781,0.02323,0.048786,-0.045804,-0.114652,0.035024,0.054874,Insoluble
0.003429,0.105518,0.022718,0.017662,-0.017724,-0.021681,0.004716,-0.053545,0.036162,0.008036,0.039589,-0.00692,0.013837,0.006963,-0.012237,-0.008887,0.012687,-0.000654,0.05986,0.013436,-0.079123,0.036892,0.073536,-0.099824,0.002076,-0.023724,-0.032867,0.015468,0.01855,0.067422,-0.019807,0.07481,0.019628,0.00048,0.020891,-0.033805,0.006901,0.10891,0.029883,-0.091622,0.076664,-0.035771,-0.011362,-0.031218,-0.018592,-0.009613,0.042964,0.024436,-0.060927,0.028806,-0.013847,0.035398,-0.009664,0.080961,0.06258,-0.062583,-0.030471,-0.081414,-0.027245,0.005337,0.026012,0.002735,-0.034835,-0.044452,-0.039936,0.019543,0.00504,-0.072133,-0.043276,-0.06777,-0.054136,-0.004325,0.007274,0.007348,-0.060738,-0.09634,-0.042701,-0.006905,-0.015925,-0.050286,-0.001658,0.001657,-0.03623,-0.060628,-0.044072,-0.008482,0.029132,-0.027012,0.040527,-0.021177,-0.044605,0.04881,0.004358,-0.05634,0.030231,-0.023435,-0.102127,0.022565,-0.021524,-0.019709,-0.099841,-0.032761,0.004008,-0.036148,0.024486,-0.040406,0.047032,0.003643,0.050541,-0.078591,0.008313,-0.06629,-0.016174,-0.028287,-0.063245,0.018747,0.008469,-0.046769,0.075639,0.015853,-0.054091,0.033102,0.06997,0.016411,0.017915,0.045182,0.005699,-0.070414,-0.039619,-0.019035,-0.039166,0.050351,0.039507,-0.002845,0.039896,0.033147,-0.026248,0.033862,-0.03117,0.002544,-0.060138,-0.007502,0.096654,0.000877,-0.03009,-0.037906,-0.053812,-0.012592,-0.05253,-0.022457,0.034798,0.010086,-0.055907,-0.011091,0.023337,-0.029578,-0.089007,-0.063833,0.025839,0.0235,-0.009299,-0.067293,0.062097,-0.008438,0.008773,-0.039651,0.008333,0.020503,0.031034,-0.012706,0.011012,-0.021873,0.016769,-0.083412,0.068223,-0.002654,-0.041401,0.064633,-0.082462,0.017076,0.00322,-0.037035,0.013958,Insoluble
0.029323,0.093363,0.054907,-0.005263,0.012693,-0.027419,0.035904,-0.068414,0.133492,0.014048,0.068814,-0.002606,0.007978,0.024781,-0.012049,-0.051109,0.018818,-0.004423,0.081471,-0.010116,-0.080436,0.045408,0.077924,-0.091602,-0.013504,-0.060943,-0.033192,-0.010587,0.040707,0.053624,-0.025407,0.056818,0.011455,-0.027671,0.025053,-0.051919,0.013423,0.125134,0.018522,-0.043525,0.080638,-0.026443,-0.039601,-0.063486,-0.030767,0.02882,0.071172,0.012701,-0.041949,0.050734,-0.018858,0.047765,0.020926,0.087827,0.077253,-0.072605,-0.006611,-0.054597,-0.001551,0.004682,0.039083,-0.011201,-0.019981,-0.022023,-0.038039,0.011369,0.013082,-0.037107,-0.097957,-0.054013,-0.063164,0.015737,0.025355,0.029931,-0.027977,-0.082978,-0.05574,0.016124,-0.015263,-0.035909,0.00686,0.013031,-0.039433,-0.090634,-0.058997,0.002924,0.004025,-0.034083,0.022948,-0.00441,-0.029204,0.084009,-0.005482,-0.081128,0.012472,-0.008575,-0.127699,0.004552,-0.031622,-0.056864,-0.043289,-0.037604,-0.032442,-0.010733,0.00338,-0.045273,0.046092,0.03492,0.086168,-0.097972,0.054011,-0.079921,-0.073648,-0.013977,-0.086569,-0.007814,0.029586,-0.050759,0.065268,0.008046,-0.067835,0.000608,0.113573,-0.021115,-0.022529,0.061387,-0.033981,-0.088265,-0.06342,-0.008417,-0.032265,-0.003648,-0.014912,-0.005059,0.031793,0.032173,-0.042461,0.067802,-0.029992,-0.019065,-0.090526,-0.04875,0.109328,-0.009807,-0.023305,-0.076316,-0.092396,-0.007984,-0.01028,0.006314,-0.012599,0.000564,-0.025061,-0.046786,0.016434,-0.082615,-0.123575,-0.042816,-0.023381,0.010354,0.023315,-0.145069,0.098226,-0.03741,-0.017594,-0.020036,-0.005806,0.01811,0.050984,-0.022251,-0.012387,0.017093,0.008179,-0.100657,0.072236,-0.06133,-0.012332,0.119544,-0.083352,-0.0192,-0.06554,-0.033696,0.037768,Insoluble
-0.071927,0.032675,-0.026401,-0.026732,-0.024725,-0.016916,-0.094023,-0.097935,-0.0428,0.042007,-0.076135,-0.039389,-0.029149,0.008234,0.00086,0.001066,0.044637,0.015433,-0.058234,0.111731,-0.036356,0.015994,0.022374,-0.040532,-0.001501,0.041319,0.014243,-0.018616,0.009792,0.070262,0.032164,0.033588,0.007801,-0.052616,-0.007376,-0.058412,-0.012166,0.015419,-0.013761,-0.072973,-0.018328,-0.04109,0.048009,0.044516,-0.054096,-0.027984,0.063404,-0.011045,-0.128149,-0.031773,0.009876,-0.045244,0.008179,0.045034,0.024416,-0.046237,-0.001496,-0.046053,0.003717,-0.037841,0.002436,-0.031851,0.010165,-0.005154,-0.015214,0.047294,-0.024418,-0.100361,0.024496,-0.059631,-0.020814,-0.050109,0.004661,0.029947,-0.0326,-0.046908,-0.05857,-0.013403,-0.04089,0.0015,0.030264,-0.028374,-0.031093,0.030851,-0.020512,-0.054888,0.033515,0.005394,-0.024567,-0.009802,0.026598,-0.113185,0.037875,-0.006245,0.043,-0.052249,-0.024997,0.01303,-0.012104,0.017103,-0.016821,-0.006228,-0.012512,-0.014637,0.016285,-0.019872,0.048385,-0.025445,-0.010348,0.014153,-0.046132,-0.035591,0.010997,-0.018678,-0.038059,0.077318,0.01641,0.008431,0.100893,-0.038564,-0.035064,-0.02837,-0.040222,0.037213,-0.04181,-0.027568,0.023537,-0.034416,-0.044461,-0.036361,0.010206,0.053151,0.044144,0.001448,0.019695,-0.000204,-0.007774,-0.018037,-0.060678,0.012064,0.017991,-0.030217,0.024883,0.071214,-0.019101,0.022754,-0.074273,0.031137,-0.022688,0.027826,0.094953,-0.013114,-0.07246,0.028011,0.006503,-0.030147,-0.027225,-0.014906,0.076056,-0.030761,-0.094581,0.037943,-0.04694,-0.008231,0.047788,0.02057,-0.055618,0.041573,-0.023434,-0.007262,0.021738,-0.057445,-0.004281,-0.074917,0.017492,0.018454,-0.081074,-0.00533,-0.116482,-0.007415,0.011377,-0.049496,0.011542,Insoluble
-0.038888,0.0812,0.033352,0.042227,-0.057201,0.021981,-0.082996,-0.055073,-0.030502,-0.011272,0.014675,-0.025546,-0.026432,0.001393,0.00028,0.018373,-0.004476,-0.00225,-0.006862,0.043931,-0.048664,0.037578,0.044353,-0.071613,0.040086,0.017443,-0.010971,-0.039879,0.018221,0.100703,-0.021919,0.028548,0.021443,-0.011124,-0.025232,0.006876,-0.028315,0.033324,0.032687,-0.056528,0.010056,-0.04526,0.004962,-0.008227,0.063226,-0.011801,0.04266,0.004943,-0.1117,-0.015072,0.006706,0.002091,0.047817,0.053207,0.024559,-0.011987,-0.028409,-0.071782,-0.020195,-0.007532,0.051895,-0.004545,-0.05467,0.012912,-0.03745,0.027103,0.020114,-0.069059,-0.006865,-0.086322,-0.028112,-0.011964,0.013912,0.007596,-0.003227,-0.006065,-0.058541,-0.021331,-0.066849,-0.000887,0.017239,-0.02944,-0.051016,0.010042,-0.021589,-0.007972,0.026795,-0.007975,0.019315,0.003464,-0.036277,-0.036041,-0.038612,-0.051197,0.050528,-0.010382,-0.04953,-0.007358,0.005288,-0.00276,-0.059954,-0.044856,0.023456,-0.029294,0.015155,0.01303,0.056994,-0.033309,0.03749,0.007679,0.020646,-0.013774,0.059914,-0.000463,-0.078426,0.016648,0.000364,0.024671,0.097053,-0.018125,-0.067565,0.047157,-0.025999,0.024794,-0.010975,0.051999,-0.004542,-0.029439,-0.019766,-0.024062,0.022624,0.09155,-0.002352,-0.023016,0.03446,-0.024412,-0.041869,0.023016,-0.061664,-0.026342,-0.037706,-0.020852,0.046766,0.056148,-0.026832,-0.03236,-0.052873,0.000521,-0.021296,-0.043421,0.073744,-0.018322,-0.067572,0.019426,-0.01242,-0.030293,-0.005623,0.010769,0.068158,-0.042173,-0.043165,0.009197,0.008369,-0.0378,0.022115,0.03481,-0.026462,0.016836,-0.017936,0.056471,0.020734,-0.064819,0.019184,-0.091113,0.021196,0.070994,-0.099883,0.000251,-0.123761,0.017679,0.010882,-0.078921,0.055974,Insoluble
-0.04989,0.052639,0.002361,0.000581,-0.024824,-0.013822,0.013472,0.041166,-0.145826,-0.045114,-0.046267,0.135768,0.053969,-0.054668,-0.134548,0.084269,-0.018373,-0.002516,0.075053,-0.007754,-0.120412,0.022687,-0.041954,-0.010699,0.012191,0.130422,-0.067414,0.077553,0.013492,0.101097,-0.030313,0.047617,-0.012792,0.085774,0.070333,0.060702,0.03554,-0.04408,0.107742,-0.112424,0.072634,0.06923,0.125732,0.036274,0.051531,-0.0737,0.044128,0.104775,0.091516,0.03198,0.034576,-0.003926,-0.144009,0.096257,0.036721,-0.139664,-0.015809,-0.065659,-0.047301,-0.010328,-0.102809,0.004408,0.088347,-0.077556,-0.072608,0.045038,-0.014356,0.045257,0.06078,0.008436,-0.009975,0.059126,-0.029726,0.002243,-0.125459,-0.092084,0.104765,0.009618,0.073905,-0.084693,0.109592,-0.044721,0.028849,-0.137516,0.126978,0.026217,0.030754,0.065335,0.022672,0.06951,-0.022225,-0.048676,0.101207,-0.053112,0.014401,-0.1084,0.052264,0.169472,-0.057971,0.148537,-0.201941,0.017297,0.072596,0.014298,0.122365,0.052979,-0.025341,0.042455,0.008133,-0.005042,-0.0495,0.038799,-0.019042,-0.007667,-0.010611,-0.026051,-0.004387,-0.191082,-0.10489,0.073091,0.001137,0.090968,0.088225,0.051553,0.115028,0.020477,0.037257,-0.104443,0.05719,0.06938,-0.078625,-0.045292,0.023273,0.046459,0.056077,-0.120389,0.022908,-0.017142,-0.021678,0.181296,-0.015687,0.083919,-0.036674,-0.008316,0.049384,0.055694,0.01724,-0.019197,-0.064549,-0.009326,0.09778,0.168621,-0.037072,0.031366,0.021668,0.102707,0.01159,-0.079425,0.056012,0.043679,0.091816,0.001901,-0.004435,0.080377,0.037002,-0.072989,0.106405,-0.004694,-0.020686,-0.034352,0.132606,-0.002714,-0.014647,0.205052,-0.025205,0.090941,0.039107,0.022002,0.043069,0.089652,-0.028294,-0.002534,-0.027963,Insoluble
